-52.447	0.820	-0.278
-52.343	0.820	-0.278
-52.237	0.889	-0.124
-52.133	0.927	-0.006
-52.027	0.951	0.012
-51.922	0.964	0.049
-51.817	0.971	0.076
-51.712	0.978	0.130
-51.607	0.985	0.112
-51.502	0.992	0.158
-51.398	0.999	0.112
-51.292	0.992	0.158
-51.187	0.996	0.185
-51.082	0.996	0.212
-50.977	1.002	0.212
-50.872	0.999	0.257
-50.767	0.999	0.267
-50.663	0.999	0.312
-50.557	0.992	0.284
-50.453	0.999	0.230
-50.347	1.002	0.176
-50.242	1.002	0.212
-50.137	1.002	0.239
-50.032	0.999	0.239
-49.927	1.002	0.212
-49.822	1.002	0.239
-49.718	1.002	0.221
-49.612	0.999	0.312
-49.508	1.002	0.275
-49.402	1.002	0.266
-49.297	0.996	0.284
-49.192	0.999	0.275
-49.087	0.999	0.239
-48.983	0.996	0.248
-48.877	1.002	0.185
-48.773	1.002	0.194
-48.667	0.992	0.239
-48.562	0.999	0.266
-48.457	0.996	0.320
-48.352	0.999	0.257
-48.247	0.999	0.212
-48.142	1.002	0.212
-48.037	1.002	0.221
-47.932	1.002	0.212
-47.828	1.002	0.193
-47.722	0.999	0.184
-47.617	0.999	0.194
-47.512	1.002	0.212
-47.407	0.999	0.194
-47.302	0.999	0.230
-47.197	1.006	0.248
-47.093	0.999	0.257
-46.987	0.989	0.293
-46.883	0.996	0.275
-46.777	1.006	0.185
-46.672	0.996	0.212
-46.567	0.999	0.239
-46.462	0.999	0.266
-46.358	0.999	0.248
-46.252	1.002	0.212
-46.148	0.999	0.221
-46.042	0.996	0.266
-45.937	0.985	0.302
-45.832	0.989	0.265
-45.727	0.989	0.284
-45.622	0.996	0.265
-45.517	0.999	0.292
-45.412	1.002	0.229
-45.307	1.002	0.184
-45.203	0.999	0.184
-45.097	0.996	0.175
-44.992	0.996	0.193
-44.887	0.989	0.166
-44.782	0.996	0.220
-44.677	0.996	0.175
-44.572	0.989	0.247
-44.468	0.989	0.175
-44.362	0.999	0.220
-44.258	0.992	0.139
-44.152	0.996	0.175
-44.047	0.996	0.175
-43.942	0.999	0.184
-43.837	0.989	0.230
-43.733	0.999	0.166
-43.627	0.992	0.202
-43.523	0.992	0.248
-43.417	0.992	0.266
-43.312	0.992	0.257
-43.207	0.999	0.247
-43.102	0.992	0.220
-42.998	0.999	0.238
-42.892	0.996	0.220
-42.787	0.999	0.266
-42.682	1.002	0.247
-42.578	0.989	0.238
-42.472	0.992	0.238
-42.367	0.996	0.256
-42.262	0.992	0.211
-42.157	0.996	0.184
-42.052	0.985	0.247
-41.947	0.996	0.220
-41.843	0.989	0.292
-41.737	0.992	0.247
-41.633	0.992	0.211
-41.527	0.999	0.166
-41.422	1.006	0.138
-41.317	0.999	0.175
-41.212	1.002	0.166
-41.108	0.989	0.220
-41.002	0.992	0.184
-40.898	0.996	0.229
-40.792	0.992	0.193
-40.687	0.992	0.211
-40.582	0.989	0.193
-40.477	0.996	0.193
-40.373	0.996	0.193
-40.267	0.992	0.148
-40.162	0.992	0.184
-40.057	0.996	0.094
-39.953	0.996	0.175
-39.847	0.992	0.148
-39.742	0.989	0.220
-39.638	0.985	0.230
-39.532	0.996	0.193
-39.427	0.992	0.148
-39.322	0.989	0.202
-39.218	0.989	0.211
-39.112	0.985	0.193
-39.008	0.989	0.220
-38.902	0.985	0.220
-38.797	0.985	0.238
-38.692	0.989	0.211
-38.587	0.989	0.238
-38.483	0.992	0.211
-38.377	0.985	0.229
-38.273	0.985	0.220
-38.167	0.982	0.256
-38.062	0.992	0.138
-37.957	0.989	0.139
-37.852	0.992	0.175
-37.748	0.982	0.120
-37.642	0.982	0.166
-37.537	0.982	0.166
-37.432	0.985	0.103
-37.328	0.982	0.148
-37.222	0.985	0.166
-37.117	0.989	0.202
-37.013	0.989	0.184
-36.907	0.982	0.194
-36.802	0.992	0.166
-36.697	0.982	0.221
-36.593	0.982	0.212
-36.487	0.989	0.158
-36.383	0.992	0.103
-36.278	0.985	0.140
-36.172	0.978	0.176
-36.067	0.978	0.212
-35.962	0.985	0.230
-35.858	0.982	0.212
-35.752	0.975	0.266
-35.647	0.982	0.203
-35.542	0.982	0.221
-35.437	0.985	0.157
-35.332	0.982	0.112
-35.227	0.978	0.139
-35.123	0.978	0.194
-35.017	0.985	0.157
-34.912	0.989	0.130
-34.807	0.996	0.121
-34.703	0.992	0.166
-34.597	0.975	0.266
-34.492	0.982	0.230
-34.388	0.985	0.176
-34.282	0.989	0.130
-34.177	0.978	0.148
-34.072	0.978	0.158
-33.968	0.982	0.203
-33.862	0.978	0.194
-33.758	0.975	0.185
-33.653	0.975	0.194
-33.547	0.982	0.194
-33.442	0.982	0.212
-33.337	0.982	0.185
-33.233	0.978	0.221
-33.127	0.982	0.212
-33.022	0.982	0.257
-32.918	0.985	0.158
-32.812	0.985	0.149
-32.707	0.978	0.094
-32.602	0.978	0.185
-32.498	0.989	0.167
-32.392	0.982	0.221
-32.287	0.975	0.167
-32.182	0.978	0.167
-32.078	0.978	0.212
-31.973	0.971	0.194
-31.867	0.971	0.221
-31.762	0.975	0.185
-31.657	0.975	0.230
-31.552	0.975	0.194
-31.447	0.971	0.184
-31.342	0.971	0.139
-31.237	0.978	0.103
-31.133	0.968	0.094
-31.027	0.964	0.139
-30.922	0.961	0.212
-30.817	0.975	0.148
-30.712	0.971	0.166
-30.607	0.975	0.157
-30.502	0.971	0.184
-30.397	0.978	0.130
-30.293	0.975	0.121
-30.187	0.975	0.130
-30.082	0.975	0.148
-29.977	0.975	0.130
-29.872	0.964	0.158
-29.767	0.975	0.121
-29.662	0.971	0.103
-29.557	0.971	0.149
-29.453	0.971	0.167
-29.348	0.968	0.203
-29.242	0.971	0.149
-29.137	0.975	0.149
-29.032	0.968	0.131
-28.927	0.968	0.158
-28.822	0.964	0.176
-28.717	0.964	0.158
-28.612	0.964	0.167
-28.508	0.968	0.167
-28.402	0.964	0.212
-28.297	0.954	0.167
-28.192	0.961	0.203
-28.087	0.958	0.166
-27.982	0.954	0.175
-27.877	0.958	0.139
-27.772	0.958	0.112
-27.668	0.964	0.085
-27.562	0.958	0.076
-27.457	0.954	0.103
-27.352	0.947	0.139
-27.247	0.947	0.148
-27.142	0.961	0.003
-27.037	0.951	0.040
-26.932	0.958	0.094
-26.828	0.951	0.121
-26.723	0.947	0.139
-26.617	0.958	0.103
-26.512	0.961	0.040
-26.407	0.961	0.067
-26.302	0.961	0.094
-26.197	0.964	0.085
-26.092	0.958	0.113
-25.988	0.958	0.022
-25.883	0.954	0.086
-25.777	0.944	0.131
-25.672	0.954	0.149
-25.567	0.954	0.085
-25.462	0.947	0.076
-25.357	0.951	0.067
-25.252	0.944	0.094
-25.147	0.947	0.104
-25.043	0.951	0.076
-24.937	0.947	0.095
-24.832	0.947	0.095
-24.727	0.937	0.122
-24.622	0.947	0.094
-24.517	0.944	0.094
-24.412	0.947	0.067
-24.307	0.940	0.167
-24.203	0.937	0.149
-24.098	0.937	0.112
-23.992	0.944	0.049
-23.887	0.944	0.049
-23.782	0.933	0.104
-23.677	0.940	0.049
-23.572	0.933	0.049
-23.467	0.944	0.040
-23.363	0.937	0.058
-23.258	0.933	0.067
-23.152	0.937	0.086
-23.047	0.947	0.067
-22.942	0.937	0.058
-22.837	0.937	0.086
-22.732	0.937	0.049
-22.627	0.933	0.040
-22.523	0.940	-0.005
-22.418	0.937	0.031
-22.312	0.930	0.032
-22.207	0.933	0.077
-22.102	0.927	0.077
-21.997	0.930	0.022
-21.892	0.930	0.050
-21.787	0.930	0.095
-21.682	0.920	0.122
-21.578	0.927	0.077
-21.473	0.927	0.077
-21.367	0.923	0.031
-21.262	0.930	0.076
-21.157	0.923	0.040
-21.052	0.923	0.040
-20.947	0.927	0.040
-20.842	0.920	0.049
-20.738	0.920	0.040
-20.633	0.923	0.076
-20.527	0.916	0.058
-20.422	0.920	0.022
-20.318	0.923	0.022
-20.212	0.927	-0.005
-20.108	0.923	0.031
-20.002	0.930	-0.032
-19.898	0.923	-0.032
-19.792	0.923	-0.032
-19.687	0.920	0.013
-19.582	0.920	0.040
-19.477	0.923	0.004
-19.373	0.920	0.004
-19.267	0.916	0.004
-19.163	0.913	0.049
-19.057	0.909	0.004
-18.953	0.913	-0.023
-18.847	0.916	-0.041
-18.742	0.909	-0.068
-18.637	0.909	-0.059
-18.532	0.909	-0.023
-18.428	0.909	-0.041
-18.322	0.909	-0.050
-18.218	0.909	0.031
-18.112	0.909	-0.005
-18.008	0.899	0.013
-17.902	0.902	0.013
-17.797	0.906	0.004
-17.693	0.892	0.040
-17.587	0.899	0.049
-17.483	0.896	0.031
-17.377	0.892	-0.014
-17.273	0.906	-0.041
-17.167	0.899	-0.005
-17.062	0.892	0.049
-16.957	0.902	0.004
-16.852	0.896	0.013
-16.748	0.899	-0.051
-16.642	0.896	-0.069
-16.538	0.892	-0.078
-16.432	0.889	-0.023
-16.328	0.899	-0.060
-16.222	0.896	-0.096
-16.117	0.896	-0.123
-16.013	0.892	-0.141
-15.907	0.889	-0.086
-15.803	0.892	-0.141
-15.697	0.899	-0.113
-15.593	0.889	-0.068
-15.487	0.882	-0.005
-15.383	0.889	-0.068
-15.277	0.892	-0.095
-15.172	0.892	-0.140
-15.068	0.889	-0.104
-14.962	0.882	-0.086
-14.858	0.882	-0.104
-14.752	0.878	-0.050
-14.648	0.882	-0.086
-14.542	0.878	-0.005
-14.437	0.875	-0.068
-14.332	0.878	-0.032
-14.227	0.882	-0.114
-14.123	0.871	-0.105
-14.017	0.868	-0.105
-13.913	0.875	-0.059
-13.807	0.871	-0.114
-13.703	0.878	-0.150
-13.597	0.878	-0.168
-13.492	0.868	-0.114
-13.388	0.865	-0.078
-13.282	0.865	-0.078
-13.178	0.868	-0.069
-13.072	0.865	-0.114
-12.968	0.861	-0.096
-12.862	0.861	-0.123
-12.758	0.858	-0.114
-12.652	0.861	-0.114
-12.547	0.858	-0.096
-12.443	0.865	-0.114
-12.337	0.854	-0.150
-12.233	0.858	-0.168
-12.127	0.861	-0.259
-12.023	0.854	-0.204
-11.917	0.854	-0.168
-11.812	0.851	-0.132
-11.707	0.858	-0.159
-11.602	0.858	-0.150
-11.498	0.854	-0.213
-11.392	0.851	-0.150
-11.288	0.847	-0.132
-11.182	0.844	-0.186
-11.078	0.844	-0.177
-10.972	0.840	-0.141
-10.867	0.847	-0.168
-10.763	0.844	-0.214
-10.657	0.834	-0.159
-10.553	0.840	-0.187
-10.447	0.837	-0.187
-10.343	0.827	-0.123
-10.237	0.837	-0.187
-10.133	0.834	-0.196
-10.027	0.834	-0.295
-9.922	0.827	-0.250
-9.818	0.827	-0.223
-9.712	0.820	-0.223
-9.608	0.820	-0.214
-9.502	0.820	-0.232
-9.398	0.823	-0.250
-9.292	0.827	-0.214
-9.187	0.820	-0.223
-9.083	0.820	-0.259
-8.977	0.820	-0.250
-8.873	0.820	-0.250
-8.767	0.820	-0.259
-8.663	0.816	-0.322
-8.557	0.809	-0.376
-8.453	0.809	-0.394
-8.347	0.802	-0.304
-8.242	0.809	-0.304
-8.138	0.806	-0.295
-8.032	0.799	-0.295
-7.928	0.796	-0.295
-7.822	0.806	-0.313
-7.718	0.799	-0.258
-7.612	0.802	-0.240
-7.508	0.799	-0.304
-7.402	0.799	-0.268
-7.297	0.799	-0.268
-7.193	0.789	-0.286
-7.087	0.792	-0.322
-6.983	0.785	-0.295
-6.877	0.785	-0.295
-6.773	0.778	-0.241
-6.667	0.785	-0.241
-6.562	0.785	-0.286
-6.458	0.789	-0.340
-6.352	0.785	-0.349
-6.248	0.785	-0.359
-6.142	0.792	-0.386
-6.038	0.782	-0.368
-5.932	0.778	-0.349
-5.828	0.782	-0.340
-5.722	0.771	-0.322
-5.617	0.778	-0.386
-5.513	0.765	-0.395
-5.407	0.765	-0.377
-5.303	0.775	-0.368
-5.197	0.775	-0.377
-5.093	0.771	-0.340
-4.987	0.771	-0.395
